Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
06.10.2024 - 12:20,Заказ,SSD накопитель Kingston 240GB,1,2238,2238,693,30.96514745308311,Петров Роман,Выдан
06.10.2024 - 13:04,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,6004,6004,2185,36.392405063291136,Иванов Сергей,Выдан
06.10.2024 - 13:08,Заказ,Чистка системы охлаждения с заменой термопасты,1,1595,1595,1498,93.91849529780563,Администратор,Выдан
06.10.2024 - 14:33,Заказ,Чистка системы охлаждения с заменой термопасты,1,1444,1444,1341,92.86703601108033,Сидоров Алексей,Выдан
07.10.2024 - 10:26,Продажа,Кабель USB - Lightning (Foxconn),1,549,549,397,72.31329690346084,Сидоров Алексей,
07.10.2024 - 11:39,Заказ,Кабель USB - Lightning (Foxconn),2,567,1134,848,74.77954144620811,Петров Роман,Выдан
07.10.2024 - 12:27,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,6022,6022,2285,37.94420458319495,Петров Роман,Выдан
07.10.2024 - 14:14,Заказ,Установка Windows 10/11 + Драйвера,1,1175,1175,1175,100.0,Сидоров Алексей,Выдан
07.10.2024 - 14:27,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1228,1228,1126,91.69381107491856,Администратор,Выдан
07.10.2024 - 16:46,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1236,1236,708,57.28155339805825,Петров Роман,Выдан
07.10.2024 - 18:56,Продажа,Чехол силиконовый прозрачный,3,285,855,675,78.94736842105263,Петров Роман,
08.10.2024 - 11:02,Заказ,Наклейка защитного стекла (Услуга),1,180,180,180,100.0,Иванов Сергей,Выдан
08.10.2024 - 11:36,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,431,431,234,54.292343387471,Иванов Сергей,Выдан
08.10.2024 - 13:26,Заказ,Восстановление цепи питания,1,4848,4848,4340,89.52145214521452,Иванов Сергей,Выдан
08.10.2024 - 13:56,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1304,1304,741,56.825153374233125,Иванов Сергей,Выдан
08.10.2024 - 17:14,Продажа,Защитное стекло 3D для iPhone 11/XR,1,503,503,452,89.86083499005964,Администратор,
08.10.2024 - 17:56,Заказ,Наклейка защитного стекла (Услуга),1,215,215,215,100.0,Сидоров Алексей,Выдан
08.10.2024 - 18:10,Заказ,Чехол силиконовый прозрачный,1,297,297,236,79.46127946127946,Иванов Сергей,Выдан
09.10.2024 - 10:02,Продажа,Чехол силиконовый прозрачный,1,304,304,245,80.5921052631579,Петров Роман,
09.10.2024 - 17:48,Заказ,Дисплей iPhone 11 (Копия AAA),1,2332,2332,878,37.65008576329331,Иванов Сергей,Выдан
09.10.2024 - 17:53,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,427,427,229,53.62997658079626,Петров Роман,Выдан
09.10.2024 - 18:00,Заказ,Наклейка защитного стекла (Услуга),1,204,204,204,100.0,Администратор,Выдан
09.10.2024 - 18:22,Заказ,Кабель USB - Lightning (Foxconn),1,638,638,495,77.58620689655173,Сидоров Алексей,Выдан
10.10.2024 - 10:00,Заказ,Дисплей iPhone 11 (Оригинал переклей),2,6044,12088,4522,37.409000661813366,Петров Роман,Выдан
10.10.2024 - 10:22,Продажа,Защитное стекло 3D для iPhone 11/XR,1,489,489,438,89.57055214723927,Иванов Сергей,
10.10.2024 - 13:22,Заказ,Дисплей iPhone 11 (Копия AAA),1,2582,2582,1170,45.3137103020914,Иванов Сергей,Выдан
10.10.2024 - 14:08,Заказ,Кабель USB - Lightning (Foxconn),1,615,615,468,76.09756097560975,Сидоров Алексей,Выдан
10.10.2024 - 16:17,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,492,492,291,59.14634146341463,Петров Роман,
10.10.2024 - 16:24,Заказ,Защитное стекло 3D для iPhone 11/XR,1,530,530,478,90.18867924528303,Петров Роман,Выдан
10.10.2024 - 19:52,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5849,5849,1868,31.937083262096085,Сидоров Алексей,Выдан
11.10.2024 - 11:25,Продажа,Чехол силиконовый прозрачный,1,303,303,243,80.19801980198021,Иванов Сергей,
11.10.2024 - 14:25,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),2,1215,2430,1328,54.65020576131687,Иванов Сергей,Выдан
11.10.2024 - 15:05,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4536,4536,1314,28.968253968253972,Администратор,Выдан
11.10.2024 - 15:35,Заказ,SSD накопитель Kingston 240GB,1,2173,2173,719,33.08789691670502,Сидоров Алексей,Выдан
11.10.2024 - 18:09,Заказ,Установка Windows 10/11 + Драйвера,1,1130,1130,1130,100.0,Петров Роман,Выдан
11.10.2024 - 18:28,Заказ,Восстановление цепи питания,1,4388,4388,3900,88.87876025524157,Администратор,Выдан
12.10.2024 - 13:41,Заказ,Чехол силиконовый прозрачный,1,302,302,242,80.13245033112582,Администратор,Выдан
12.10.2024 - 14:28,Заказ,Чехол силиконовый прозрачный,1,309,309,251,81.22977346278317,Сидоров Алексей,Выдан
12.10.2024 - 16:42,Продажа,Защитное стекло 3D для iPhone 11/XR,1,491,491,442,90.020366598778,Администратор,
12.10.2024 - 17:08,Заказ,Диагностика,1,543,543,543,100.0,Администратор,Выдан
12.10.2024 - 17:10,Заказ,Восстановление цепи питания,1,4259,4259,3759,88.26015496595446,Петров Роман,Выдан
12.10.2024 - 17:28,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,435,435,231,53.103448275862064,Петров Роман,Выдан
13.10.2024 - 10:07,Заказ,Чистка системы охлаждения с заменой термопасты,1,1409,1409,1312,93.11568488289566,Сидоров Алексей,Выдан
13.10.2024 - 12:43,Заказ,Чехол силиконовый прозрачный,1,277,277,215,77.6173285198556,Иванов Сергей,Выдан
13.10.2024 - 13:07,Продажа,Защитное стекло 3D для iPhone 11/XR,1,524,524,474,90.45801526717557,Администратор,
13.10.2024 - 16:14,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1139,1139,1037,91.04477611940298,Иванов Сергей,Выдан
13.10.2024 - 19:21,Продажа,Кабель USB - Lightning (Foxconn),1,560,560,408,72.85714285714285,Иванов Сергей,
13.10.2024 - 19:40,Заказ,Блок питания Apple 20W (Copy),1,1241,1241,840,67.68734891216761,Администратор,Выдан
13.10.2024 - 19:41,Заказ,Защитное стекло 3D для iPhone 11/XR,1,521,521,471,90.40307101727447,Петров Роман,Выдан
14.10.2024 - 12:40,Заказ,Прошивка Android/iOS,2,1095,2190,2190,100.0,Иванов Сергей,Выдан
14.10.2024 - 13:15,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,419,419,219,52.2673031026253,Администратор,
14.10.2024 - 15:14,Заказ,Диагностика,1,528,528,528,100.0,Петров Роман,Выдан
14.10.2024 - 17:28,Заказ,Защитное стекло 3D для iPhone 11/XR,1,509,509,458,89.9803536345776,Сидоров Алексей,Выдан
14.10.2024 - 17:43,Заказ,Чистка системы охлаждения с заменой термопасты,1,1483,1483,1388,93.59406608226568,Иванов Сергей,Выдан
14.10.2024 - 19:50,Продажа,Блок питания Apple 20W (Copy),1,1080,1080,674,62.40740740740741,Администратор,
14.10.2024 - 19:55,Заказ,Установка Windows 10/11 + Драйвера,1,1307,1307,1307,100.0,Иванов Сергей,Выдан
15.10.2024 - 12:21,Продажа,Блок питания Apple 20W (Copy),1,1302,1302,921,70.73732718894009,Администратор,
15.10.2024 - 14:43,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1295,1295,1197,92.43243243243244,Петров Роман,Выдан
15.10.2024 - 15:03,Заказ,Кабель USB - Lightning (Foxconn),1,629,629,478,75.99364069952306,Иванов Сергей,Выдан
15.10.2024 - 16:56,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,3773,3773,872,23.111582295255765,Иванов Сергей,
15.10.2024 - 18:25,Заказ,Наклейка защитного стекла (Услуга),1,216,216,216,100.0,Сидоров Алексей,Выдан
16.10.2024 - 10:28,Заказ,SSD накопитель Kingston 240GB,1,2056,2056,593,28.842412451361866,Администратор,Выдан
16.10.2024 - 13:07,Заказ,Чистка системы охлаждения с заменой термопасты,1,1533,1533,1434,93.54207436399217,Петров Роман,Выдан
16.10.2024 - 19:57,Продажа,Чехол силиконовый прозрачный,1,275,275,214,77.81818181818181,Петров Роман,
17.10.2024 - 14:25,Продажа,Чехол силиконовый прозрачный,1,278,278,221,79.49640287769785,Иванов Сергей,
17.10.2024 - 14:54,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1199,1199,1103,91.99332777314429,Иванов Сергей,Выдан
17.10.2024 - 15:29,Заказ,Прошивка Android/iOS,1,940,940,940,100.0,Сидоров Алексей,Выдан
17.10.2024 - 16:32,Продажа,Чехол силиконовый прозрачный,1,317,317,256,80.7570977917981,Сидоров Алексей,
17.10.2024 - 16:45,Заказ,Дисплей iPhone 11 (Копия AAA),1,2726,2726,1325,48.60601614086574,Иванов Сергей,Выдан
17.10.2024 - 17:53,Заказ,Защитное стекло 3D для iPhone 11/XR,1,491,491,443,90.22403258655804,Администратор,Выдан
18.10.2024 - 11:40,Заказ,Диагностика,1,455,455,455,100.0,Иванов Сергей,Выдан
18.10.2024 - 11:55,Заказ,Чехол силиконовый прозрачный,1,316,316,255,80.69620253164557,Петров Роман,Выдан
18.10.2024 - 13:19,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,424,424,220,51.886792452830186,Сидоров Алексей,
18.10.2024 - 13:49,Продажа,Чехол силиконовый прозрачный,1,298,298,238,79.86577181208054,Администратор,
18.10.2024 - 15:01,Заказ,Чехол силиконовый прозрачный,1,300,300,242,80.66666666666666,Петров Роман,Выдан
18.10.2024 - 19:48,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4572,4572,1340,29.308836395450566,Иванов Сергей,Выдан
19.10.2024 - 13:16,Заказ,Чистка системы охлаждения с заменой термопасты,1,1392,1392,1297,93.17528735632183,Петров Роман,Выдан
19.10.2024 - 14:24,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4061,4061,824,20.29056882541246,Администратор,Выдан
19.10.2024 - 14:26,Заказ,Блок питания Apple 20W (Copy),1,1158,1158,765,66.06217616580311,Петров Роман,Выдан
19.10.2024 - 15:30,Заказ,Диагностика,1,502,502,502,100.0,Петров Роман,Выдан
19.10.2024 - 18:32,Заказ,Диагностика,2,535,1070,1070,100.0,Иванов Сергей,Выдан
19.10.2024 - 19:06,Заказ,Чехол силиконовый прозрачный,1,297,297,236,79.46127946127946,Иванов Сергей,Выдан
20.10.2024 - 11:18,Заказ,Чистка системы охлаждения с заменой термопасты,1,1574,1574,1473,93.58322744599747,Иванов Сергей,Выдан
20.10.2024 - 12:14,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1273,1273,726,57.03063629222309,Петров Роман,Выдан
21.10.2024 - 14:34,Продажа,Кабель USB - Lightning (Foxconn),1,653,653,499,76.41653905053599,Администратор,
21.10.2024 - 15:06,Заказ,Дисплей iPhone 11 (Копия AAA),1,2598,2598,1182,45.49653579676674,Сидоров Алексей,Выдан
21.10.2024 - 15:14,Заказ,Диагностика,1,529,529,529,100.0,Сидоров Алексей,Выдан
21.10.2024 - 15:15,Заказ,Защитное стекло 3D для iPhone 11/XR,1,469,469,418,89.12579957356077,Администратор,Выдан
21.10.2024 - 15:19,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4609,4609,1331,28.878281622911693,Петров Роман,Выдан
21.10.2024 - 16:45,Заказ,Наклейка защитного стекла (Услуга),1,191,191,191,100.0,Администратор,Выдан
21.10.2024 - 17:17,Заказ,Диагностика,1,516,516,516,100.0,Иванов Сергей,Выдан
21.10.2024 - 19:09,Заказ,Наклейка защитного стекла (Услуга),1,213,213,213,100.0,Сидоров Алексей,Выдан
21.10.2024 - 19:59,Заказ,Блок питания Apple 20W (Copy),1,1119,1119,728,65.05808757819482,Администратор,Выдан
22.10.2024 - 14:13,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,459,459,262,57.08061002178649,Петров Роман,Выдан
22.10.2024 - 16:25,Продажа,Кабель USB - Lightning (Foxconn),1,621,621,469,75.52334943639292,Сидоров Алексей,
22.10.2024 - 19:13,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1250,1250,708,56.64,Петров Роман,Выдан
23.10.2024 - 13:13,Заказ,Дисплей iPhone 11 (Копия AAA),1,2490,2490,1052,42.24899598393574,Петров Роман,Выдан
23.10.2024 - 15:51,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,488,488,283,57.99180327868852,Сидоров Алексей,Выдан
23.10.2024 - 18:33,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4883,4883,1690,34.609870980954334,Сидоров Алексей,Выдан
23.10.2024 - 18:49,Заказ,Установка Windows 10/11 + Драйвера,1,1127,1127,1127,100.0,Администратор,Выдан
24.10.2024 - 10:00,Заказ,Прошивка Android/iOS,1,912,912,912,100.0,Иванов Сергей,Выдан
24.10.2024 - 10:03,Заказ,Установка Windows 10/11 + Драйвера,1,1289,1289,1289,100.0,Администратор,Выдан
24.10.2024 - 10:11,Заказ,SSD накопитель Kingston 240GB,2,2294,4588,1452,31.64777680906713,Сидоров Алексей,Выдан
24.10.2024 - 11:47,Продажа,Кабель USB - Lightning (Foxconn),1,631,631,489,77.4960380348653,Петров Роман,
24.10.2024 - 15:46,Заказ,Диагностика,1,468,468,468,100.0,Петров Роман,Выдан
24.10.2024 - 17:46,Заказ,Установка Windows 10/11 + Драйвера,1,1115,1115,1115,100.0,Администратор,Выдан
25.10.2024 - 16:20,Заказ,Кабель USB - Lightning (Foxconn),1,540,540,386,71.48148148148148,Иванов Сергей,Выдан
25.10.2024 - 17:27,Продажа,Защитное стекло 3D для iPhone 11/XR,1,465,465,415,89.24731182795699,Иванов Сергей,
25.10.2024 - 17:32,Продажа,Кабель USB - Lightning (Foxconn),1,652,652,500,76.68711656441718,Администратор,
25.10.2024 - 18:26,Продажа,Блок питания Apple 20W (Copy),1,1238,1238,829,66.96284329563812,Сидоров Алексей,
25.10.2024 - 19:47,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5036,5036,1350,26.806989674344717,Администратор,Выдан
25.10.2024 - 19:54,Заказ,Наклейка защитного стекла (Услуга),1,185,185,185,100.0,Иванов Сергей,Выдан
26.10.2024 - 13:08,Заказ,Кабель USB - Lightning (Foxconn),1,577,577,428,74.17677642980935,Иванов Сергей,Выдан
26.10.2024 - 16:54,Заказ,Наклейка защитного стекла (Услуга),1,203,203,203,100.0,Иванов Сергей,Выдан
26.10.2024 - 19:42,Продажа,Жесткий диск Seagate BarraCuda 1TB,1,3881,3881,1013,26.101520226745684,Петров Роман,
27.10.2024 - 11:14,Заказ,Наклейка защитного стекла (Услуга),1,186,186,186,100.0,Администратор,Выдан
27.10.2024 - 15:41,Заказ,Прошивка Android/iOS,2,991,1982,1982,100.0,Петров Роман,Выдан
27.10.2024 - 17:36,Продажа,Кабель USB - Lightning (Foxconn),1,623,623,474,76.08346709470305,Сидоров Алексей,
27.10.2024 - 18:19,Заказ,Наклейка защитного стекла (Услуга),1,187,187,187,100.0,Петров Роман,Выдан
27.10.2024 - 18:22,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4714,4714,1572,33.347475604582094,Иванов Сергей,Выдан
27.10.2024 - 19:54,Заказ,Восстановление цепи питания,1,4386,4386,3865,88.12129502963977,Петров Роман,Выдан
28.10.2024 - 11:45,Заказ,Дисплей iPhone 11 (Копия AAA),1,2682,2682,1329,49.55257270693512,Петров Роман,Выдан
28.10.2024 - 12:01,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,446,446,242,54.26008968609865,Петров Роман,
28.10.2024 - 12:13,Заказ,Восстановление цепи питания,1,4317,4317,3805,88.13991197590919,Администратор,Выдан
28.10.2024 - 13:11,Заказ,Установка Windows 10/11 + Драйвера,1,1286,1286,1286,100.0,Сидоров Алексей,Выдан
28.10.2024 - 14:27,Заказ,Чистка системы охлаждения с заменой термопасты,1,1526,1526,1422,93.18479685452162,Петров Роман,Выдан
28.10.2024 - 16:38,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4439,4439,1201,27.05564316287452,Администратор,Выдан
28.10.2024 - 17:58,Заказ,Наклейка защитного стекла (Услуга),1,206,206,206,100.0,Петров Роман,Выдан
29.10.2024 - 11:09,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1257,1257,1159,92.20365950676214,Петров Роман,Выдан
29.10.2024 - 11:36,Заказ,Чистка системы охлаждения с заменой термопасты,1,1583,1583,1480,93.49336702463677,Сидоров Алексей,Выдан
29.10.2024 - 15:43,Заказ,Установка Windows 10/11 + Драйвера,1,1212,1212,1212,100.0,Петров Роман,Выдан
29.10.2024 - 16:40,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,480,480,280,58.333333333333336,Петров Роман,
29.10.2024 - 17:32,Продажа,Кабель USB - Lightning (Foxconn),1,611,611,462,75.61374795417348,Иванов Сергей,
29.10.2024 - 19:06,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,405,405,214,52.8395061728395,Администратор,
30.10.2024 - 14:03,Заказ,Восстановление цепи питания,1,4424,4424,3941,89.08227848101265,Администратор,Выдан
30.10.2024 - 15:59,Заказ,Защитное стекло 3D для iPhone 11/XR,1,505,505,454,89.9009900990099,Сидоров Алексей,Выдан
30.10.2024 - 17:56,Продажа,Защитное стекло 3D для iPhone 11/XR,1,509,509,461,90.56974459724951,Сидоров Алексей,
30.10.2024 - 17:57,Заказ,Наклейка защитного стекла (Услуга),1,182,182,182,100.0,Администратор,Выдан
30.10.2024 - 19:46,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1132,1132,581,51.32508833922261,Иванов Сергей,Выдан
30.10.2024 - 19:49,Заказ,Чистка системы охлаждения с заменой термопасты,1,1555,1555,1454,93.50482315112541,Сидоров Алексей,Выдан
31.10.2024 - 10:37,Заказ,Восстановление цепи питания,1,4119,4119,3625,88.00679776644816,Сидоров Алексей,Выдан
31.10.2024 - 11:53,Заказ,Чистка системы охлаждения с заменой термопасты,2,1456,2912,2710,93.06318681318682,Петров Роман,Выдан
31.10.2024 - 12:05,Продажа,Кабель USB - Lightning (Foxconn),1,554,554,401,72.3826714801444,Петров Роман,
31.10.2024 - 12:59,Заказ,Дисплей iPhone 11 (Копия AAA),2,2269,4538,1716,37.8140149845747,Петров Роман,Выдан
31.10.2024 - 13:23,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1263,1263,709,56.13618368962787,Иванов Сергей,Выдан
31.10.2024 - 13:36,Заказ,Кабель USB - Lightning (Foxconn),1,589,589,437,74.19354838709677,Иванов Сергей,Выдан
31.10.2024 - 15:50,Заказ,Чехол силиконовый прозрачный,1,277,277,219,79.06137184115524,Администратор,Выдан
31.10.2024 - 17:28,Продажа,Чехол силиконовый прозрачный,1,283,283,222,78.4452296819788,Администратор,
31.10.2024 - 18:22,Заказ,Прошивка Android/iOS,1,903,903,903,100.0,Петров Роман,Выдан
31.10.2024 - 18:40,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1094,1094,570,52.10237659963437,Администратор,Выдан
31.10.2024 - 18:58,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,407,407,206,50.61425061425061,Иванов Сергей,Выдан
01.11.2024 - 12:50,Продажа,Защитное стекло 3D для iPhone 11/XR,1,497,497,445,89.53722334004024,Администратор,
01.11.2024 - 13:50,Заказ,Наклейка защитного стекла (Услуга),1,213,213,213,100.0,Сидоров Алексей,Выдан
01.11.2024 - 13:55,Заказ,Установка Windows 10/11 + Драйвера,1,1286,1286,1286,100.0,Сидоров Алексей,Выдан
01.11.2024 - 15:07,Заказ,Наклейка защитного стекла (Услуга),1,199,199,199,100.0,Сидоров Алексей,Выдан
01.11.2024 - 18:04,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,456,456,266,58.333333333333336,Сидоров Алексей,Выдан
02.11.2024 - 12:04,Заказ,Чехол силиконовый прозрачный,3,301,903,720,79.734219269103,Администратор,Выдан
02.11.2024 - 12:59,Заказ,Диагностика,1,500,500,500,100.0,Петров Роман,Выдан
02.11.2024 - 16:43,Заказ,Прошивка Android/iOS,1,1072,1072,1072,100.0,Сидоров Алексей,Выдан
02.11.2024 - 16:52,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1276,1276,1176,92.16300940438872,Сидоров Алексей,Выдан
02.11.2024 - 17:45,Продажа,Чехол силиконовый прозрачный,1,280,280,218,77.85714285714286,Петров Роман,
02.11.2024 - 18:38,Продажа,SSD накопитель Kingston 240GB,1,2101,2101,527,25.083293669681105,Администратор,
02.11.2024 - 18:43,Продажа,Чехол силиконовый прозрачный,1,291,291,234,80.41237113402062,Сидоров Алексей,
02.11.2024 - 19:38,Заказ,Дисплей iPhone 11 (Копия AAA),1,2530,2530,1154,45.61264822134387,Администратор,Выдан
02.11.2024 - 19:40,Заказ,Блок питания Apple 20W (Copy),1,1128,1128,715,63.38652482269504,Петров Роман,Выдан
03.11.2024 - 11:55,Заказ,Восстановление цепи питания,1,4564,4564,4044,88.60648553900089,Администратор,Выдан
03.11.2024 - 14:56,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1145,1145,1048,91.52838427947599,Петров Роман,Выдан
03.11.2024 - 15:28,Заказ,Защитное стекло 3D для iPhone 11/XR,1,491,491,441,89.81670061099797,Петров Роман,Выдан
03.11.2024 - 18:02,Заказ,Блок питания Apple 20W (Copy),1,1107,1107,707,63.866305329719964,Администратор,Выдан
03.11.2024 - 18:46,Заказ,Установка Windows 10/11 + Драйвера,1,1248,1248,1248,100.0,Администратор,Выдан
03.11.2024 - 19:24,Заказ,Установка Windows 10/11 + Драйвера,1,1144,1144,1144,100.0,Администратор,Выдан
04.11.2024 - 12:12,Заказ,Кабель USB - Lightning (Foxconn),1,640,640,498,77.8125,Петров Роман,Выдан
04.11.2024 - 16:47,Заказ,Восстановление цепи питания,1,4516,4516,3993,88.41895482728079,Сидоров Алексей,Выдан
04.11.2024 - 18:56,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1136,1136,586,51.58450704225353,Иванов Сергей,Выдан
04.11.2024 - 19:20,Заказ,Установка Windows 10/11 + Драйвера,1,1213,1213,1213,100.0,Иванов Сергей,Выдан
04.11.2024 - 19:53,Продажа,Защитное стекло 3D для iPhone 11/XR,2,539,1078,976,90.53803339517626,Сидоров Алексей,
05.11.2024 - 11:02,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4726,4726,1602,33.89758781210326,Петров Роман,Выдан
05.11.2024 - 11:05,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,420,420,214,50.95238095238095,Петров Роман,
05.11.2024 - 12:52,Заказ,Кабель USB - Lightning (Foxconn),1,608,608,465,76.48026315789474,Иванов Сергей,Выдан
05.11.2024 - 14:57,Заказ,Чехол силиконовый прозрачный,1,276,276,215,77.89855072463769,Иванов Сергей,Выдан
05.11.2024 - 17:35,Заказ,SSD накопитель Kingston 240GB,1,2264,2264,767,33.87809187279152,Администратор,Выдан
06.11.2024 - 10:17,Заказ,Чехол силиконовый прозрачный,1,293,293,232,79.18088737201366,Сидоров Алексей,Выдан
06.11.2024 - 18:45,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,482,482,289,59.95850622406639,Петров Роман,
06.11.2024 - 18:47,Заказ,Чехол силиконовый прозрачный,1,270,270,210,77.77777777777779,Петров Роман,Выдан
06.11.2024 - 19:40,Заказ,Восстановление цепи питания,1,4861,4861,4371,89.9197695947336,Иванов Сергей,Выдан
07.11.2024 - 10:32,Заказ,Чехол силиконовый прозрачный,1,298,298,241,80.87248322147651,Администратор,Выдан
07.11.2024 - 10:57,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4218,4218,967,22.92555713608345,Петров Роман,Выдан
07.11.2024 - 12:55,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4149,4149,1013,24.415521812484936,Петров Роман,Выдан
07.11.2024 - 14:28,Заказ,Дисплей iPhone 11 (Оригинал переклей),2,5943,11886,4018,33.80447585394582,Администратор,Выдан
07.11.2024 - 15:33,Продажа,Кабель USB - Lightning (Foxconn),1,583,583,430,73.75643224699829,Сидоров Алексей,
07.11.2024 - 15:41,Заказ,Наклейка защитного стекла (Услуга),1,219,219,219,100.0,Администратор,Выдан
07.11.2024 - 16:43,Заказ,Наклейка защитного стекла (Услуга),1,195,195,195,100.0,Сидоров Алексей,Выдан
07.11.2024 - 18:39,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5470,5470,1526,27.897623400365628,Иванов Сергей,Выдан
07.11.2024 - 19:50,Заказ,Замена разъема зарядки (MicroUSB/Type-C),2,1095,2190,1984,90.59360730593608,Сидоров Алексей,Выдан
08.11.2024 - 10:41,Заказ,Прошивка Android/iOS,1,1070,1070,1070,100.0,Петров Роман,Выдан
08.11.2024 - 10:55,Заказ,Диагностика,1,531,531,531,100.0,Иванов Сергей,Выдан
08.11.2024 - 11:10,Заказ,Чистка системы охлаждения с заменой термопасты,1,1576,1576,1479,93.84517766497463,Сидоров Алексей,Выдан
08.11.2024 - 11:47,Заказ,Чехол силиконовый прозрачный,1,284,284,223,78.52112676056338,Иванов Сергей,Выдан
08.11.2024 - 12:24,Продажа,Чехол силиконовый прозрачный,1,282,282,224,79.43262411347519,Петров Роман,
08.11.2024 - 13:04,Продажа,Чехол силиконовый прозрачный,1,307,307,245,79.80456026058633,Иванов Сергей,
08.11.2024 - 13:22,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1138,1138,566,49.73637961335677,Иванов Сергей,Выдан
08.11.2024 - 14:06,Заказ,Защитное стекло 3D для iPhone 11/XR,1,490,490,440,89.79591836734694,Петров Роман,Выдан
08.11.2024 - 15:27,Заказ,Диагностика,1,536,536,536,100.0,Иванов Сергей,Выдан
08.11.2024 - 16:27,Заказ,Диагностика,1,459,459,459,100.0,Иванов Сергей,Выдан
08.11.2024 - 17:17,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5547,5547,1667,30.05228051198846,Иванов Сергей,Выдан
08.11.2024 - 19:28,Заказ,Чистка системы охлаждения с заменой термопасты,1,1378,1378,1282,93.03338171262699,Администратор,Выдан
09.11.2024 - 10:22,Заказ,Наклейка защитного стекла (Услуга),1,214,214,214,100.0,Сидоров Алексей,Выдан
09.11.2024 - 10:35,Заказ,Чехол силиконовый прозрачный,2,302,604,480,79.47019867549669,Петров Роман,Выдан
09.11.2024 - 12:39,Заказ,Наклейка защитного стекла (Услуга),1,197,197,197,100.0,Петров Роман,Выдан
09.11.2024 - 12:48,Заказ,Наклейка защитного стекла (Услуга),1,200,200,200,100.0,Администратор,Выдан
09.11.2024 - 19:24,Продажа,Защитное стекло 3D для iPhone 11/XR,1,547,547,496,90.6764168190128,Администратор,
10.11.2024 - 12:56,Заказ,Диагностика,1,540,540,540,100.0,Петров Роман,Выдан
10.11.2024 - 14:59,Продажа,Кабель USB - Lightning (Foxconn),1,604,604,456,75.49668874172185,Петров Роман,
10.11.2024 - 15:00,Заказ,Дисплей iPhone 11 (Копия AAA),1,2286,2286,908,39.72003499562555,Сидоров Алексей,Выдан
10.11.2024 - 15:31,Заказ,Наклейка защитного стекла (Услуга),1,202,202,202,100.0,Петров Роман,Выдан
10.11.2024 - 16:42,Заказ,Чистка системы охлаждения с заменой термопасты,1,1439,1439,1336,92.84225156358582,Петров Роман,Выдан
