Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
17.07.2025 - 18:41,Заказ,Прошивка Android/iOS,1,1073,1073,1073,100.0,Администратор,Выдан
18.07.2025 - 12:21,Заказ,Замена разъема зарядки (MicroUSB/Type-C),3,1125,3375,3072,91.02222222222223,Иванов Сергей,Выдан
18.07.2025 - 15:03,Продажа,Защитное стекло 3D для iPhone 11/XR,1,477,477,425,89.09853249475891,Сидоров Алексей,
18.07.2025 - 15:19,Продажа,Защитное стекло 3D для iPhone 11/XR,1,499,499,451,90.38076152304609,Сидоров Алексей,
18.07.2025 - 15:33,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,411,411,207,50.36496350364964,Иванов Сергей,Выдан
18.07.2025 - 17:25,Заказ,Чистка системы охлаждения с заменой термопасты,1,1597,1597,1498,93.80087664370696,Администратор,Выдан
19.07.2025 - 12:38,Заказ,Чистка системы охлаждения с заменой термопасты,1,1422,1422,1327,93.31926863572433,Петров Роман,Выдан
19.07.2025 - 13:08,Заказ,Диагностика,1,522,522,522,100.0,Петров Роман,Выдан
19.07.2025 - 13:19,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1152,1152,618,53.645833333333336,Сидоров Алексей,Выдан
19.07.2025 - 14:59,Заказ,Диагностика,1,546,546,546,100.0,Петров Роман,Выдан
20.07.2025 - 12:07,Заказ,Установка Windows 10/11 + Драйвера,1,1187,1187,1187,100.0,Петров Роман,Выдан
20.07.2025 - 12:08,Заказ,Дисплей iPhone 11 (Копия AAA),1,2363,2363,965,40.837917900973345,Иванов Сергей,Выдан
20.07.2025 - 16:48,Заказ,Чистка системы охлаждения с заменой термопасты,1,1350,1350,1252,92.74074074074075,Петров Роман,Выдан
20.07.2025 - 17:10,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4171,4171,992,23.78326540397986,Администратор,Выдан
20.07.2025 - 18:25,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,4974,4974,1124,22.59750703659027,Иванов Сергей,Выдан
21.07.2025 - 13:27,Продажа,Защитное стекло 3D для iPhone 11/XR,1,462,462,411,88.96103896103897,Иванов Сергей,
21.07.2025 - 16:12,Продажа,Кабель USB - Lightning (Foxconn),1,626,626,479,76.51757188498402,Иванов Сергей,
21.07.2025 - 19:18,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,490,490,298,60.816326530612244,Иванов Сергей,
22.07.2025 - 14:02,Заказ,Восстановление цепи питания,1,4839,4839,4328,89.43996693531722,Иванов Сергей,Выдан
22.07.2025 - 16:10,Заказ,Установка Windows 10/11 + Драйвера,1,1203,1203,1203,100.0,Сидоров Алексей,Выдан
22.07.2025 - 17:34,Заказ,Чистка системы охлаждения с заменой термопасты,1,1598,1598,1497,93.67959949937422,Сидоров Алексей,Выдан
23.07.2025 - 10:45,Заказ,Защитное стекло 3D для iPhone 11/XR,1,528,528,476,90.15151515151516,Сидоров Алексей,Выдан
23.07.2025 - 13:51,Заказ,Чистка системы охлаждения с заменой термопасты,1,1642,1642,1544,94.03166869671132,Администратор,Выдан
23.07.2025 - 17:43,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1174,1174,614,52.29982964224872,Администратор,Выдан
23.07.2025 - 19:10,Заказ,Установка Windows 10/11 + Драйвера,1,1090,1090,1090,100.0,Иванов Сергей,Выдан
23.07.2025 - 19:52,Заказ,Установка Windows 10/11 + Драйвера,2,1173,2346,2346,100.0,Петров Роман,Выдан
24.07.2025 - 10:12,Заказ,Кабель USB - Lightning (Foxconn),1,589,589,432,73.3446519524618,Петров Роман,Выдан
24.07.2025 - 11:58,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1136,1136,1035,91.10915492957746,Сидоров Алексей,Выдан
25.07.2025 - 13:08,Заказ,Блок питания Apple 20W (Copy),1,1133,1133,719,63.45984112974404,Администратор,Выдан
25.07.2025 - 17:38,Заказ,Прошивка Android/iOS,1,989,989,989,100.0,Администратор,Выдан
25.07.2025 - 19:47,Заказ,Чистка системы охлаждения с заменой термопасты,1,1515,1515,1419,93.66336633663367,Петров Роман,Выдан
26.07.2025 - 10:40,Заказ,Чистка системы охлаждения с заменой термопасты,1,1621,1621,1519,93.70758790869833,Петров Роман,Выдан
26.07.2025 - 11:11,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1148,1148,1051,91.55052264808361,Администратор,Выдан
26.07.2025 - 12:29,Заказ,Дисплей iPhone 11 (Копия AAA),1,2283,2283,877,38.4143670608848,Иванов Сергей,Выдан
26.07.2025 - 13:36,Заказ,Наклейка защитного стекла (Услуга),1,201,201,201,100.0,Иванов Сергей,Выдан
26.07.2025 - 14:00,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1169,1169,1066,91.1890504704876,Сидоров Алексей,Выдан
26.07.2025 - 15:02,Заказ,Диагностика,1,496,496,496,100.0,Сидоров Алексей,Выдан
26.07.2025 - 17:02,Заказ,Чистка системы охлаждения с заменой термопасты,1,1634,1634,1539,94.18604651162791,Петров Роман,Выдан
27.07.2025 - 15:14,Заказ,Установка Windows 10/11 + Драйвера,1,1152,1152,1152,100.0,Администратор,Выдан
27.07.2025 - 17:07,Заказ,Чистка системы охлаждения с заменой термопасты,2,1443,2886,2678,92.7927927927928,Петров Роман,Выдан
28.07.2025 - 11:20,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,421,421,212,50.3562945368171,Сидоров Алексей,
28.07.2025 - 13:52,Заказ,Чистка системы охлаждения с заменой термопасты,2,1494,2988,2794,93.50736278447121,Петров Роман,Выдан
28.07.2025 - 16:33,Заказ,Установка Windows 10/11 + Драйвера,1,1224,1224,1224,100.0,Сидоров Алексей,Выдан
28.07.2025 - 18:39,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1141,1141,581,50.920245398773,Петров Роман,Выдан
29.07.2025 - 12:09,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,440,440,243,55.22727272727273,Сидоров Алексей,Выдан
30.07.2025 - 16:54,Заказ,Чехол силиконовый прозрачный,1,309,309,248,80.2588996763754,Иванов Сергей,Выдан
30.07.2025 - 18:57,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1187,1187,1089,91.74389216512215,Петров Роман,Выдан
31.07.2025 - 10:55,Продажа,Чехол силиконовый прозрачный,1,272,272,211,77.57352941176471,Сидоров Алексей,
31.07.2025 - 16:26,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1293,1293,1196,92.49806651198763,Администратор,Выдан
31.07.2025 - 19:16,Заказ,Прошивка Android/iOS,1,1059,1059,1059,100.0,Иванов Сергей,Выдан
01.08.2025 - 16:02,Заказ,Защитное стекло 3D для iPhone 11/XR,1,456,456,404,88.59649122807018,Иванов Сергей,Выдан
02.08.2025 - 13:36,Заказ,Наклейка защитного стекла (Услуга),1,196,196,196,100.0,Сидоров Алексей,Выдан
02.08.2025 - 14:31,Заказ,Установка Windows 10/11 + Драйвера,1,1134,1134,1134,100.0,Администратор,Выдан
02.08.2025 - 15:58,Заказ,Наклейка защитного стекла (Услуга),1,194,194,194,100.0,Администратор,Выдан
02.08.2025 - 16:16,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,423,423,231,54.60992907801418,Сидоров Алексей,Выдан
02.08.2025 - 17:00,Заказ,Прошивка Android/iOS,2,1047,2094,2094,100.0,Иванов Сергей,Выдан
02.08.2025 - 19:29,Заказ,Дисплей iPhone 11 (Копия AAA),1,2651,2651,1297,48.924933987174654,Петров Роман,Выдан
03.08.2025 - 10:32,Продажа,Кабель USB - Lightning (Foxconn),2,644,1288,1000,77.63975155279503,Иванов Сергей,
03.08.2025 - 13:23,Продажа,Кабель USB - Lightning (Foxconn),1,652,652,503,77.14723926380368,Иванов Сергей,
03.08.2025 - 14:24,Продажа,Кабель USB - Lightning (Foxconn),1,619,619,470,75.92891760904685,Иванов Сергей,
03.08.2025 - 19:50,Заказ,Диагностика,1,470,470,470,100.0,Сидоров Алексей,Выдан
04.08.2025 - 10:06,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1085,1085,987,90.96774193548387,Администратор,Выдан
04.08.2025 - 10:59,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,410,410,209,50.97560975609756,Петров Роман,
04.08.2025 - 12:30,Продажа,Защитное стекло 3D для iPhone 11/XR,1,496,496,444,89.51612903225806,Сидоров Алексей,
04.08.2025 - 15:31,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1153,1153,1050,91.06678230702515,Петров Роман,Выдан
04.08.2025 - 17:54,Заказ,Наклейка защитного стекла (Услуга),1,218,218,218,100.0,Сидоров Алексей,Выдан
04.08.2025 - 19:07,Продажа,Кабель USB - Lightning (Foxconn),1,579,579,427,73.74784110535406,Сидоров Алексей,
05.08.2025 - 11:10,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,412,412,220,53.398058252427184,Сидоров Алексей,
05.08.2025 - 11:31,Продажа,Чехол силиконовый прозрачный,1,297,297,235,79.12457912457911,Администратор,
05.08.2025 - 15:25,Заказ,Установка Windows 10/11 + Драйвера,1,1148,1148,1148,100.0,Администратор,Выдан
06.08.2025 - 12:18,Заказ,Диагностика,1,474,474,474,100.0,Петров Роман,Выдан
06.08.2025 - 12:41,Продажа,Чехол силиконовый прозрачный,2,277,554,432,77.9783393501805,Иванов Сергей,
06.08.2025 - 12:54,Заказ,Кабель USB - Lightning (Foxconn),1,579,579,436,75.30224525043178,Сидоров Алексей,Выдан
06.08.2025 - 14:29,Заказ,Чистка системы охлаждения с заменой термопасты,1,1500,1500,1398,93.2,Петров Роман,Выдан
06.08.2025 - 15:24,Заказ,Кабель USB - Lightning (Foxconn),1,574,574,420,73.17073170731707,Иванов Сергей,Выдан
07.08.2025 - 11:15,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1283,1283,1188,92.59547934528449,Сидоров Алексей,Выдан
07.08.2025 - 11:48,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1120,1120,595,53.125,Иванов Сергей,Выдан
09.08.2025 - 11:33,Продажа,Защитное стекло 3D для iPhone 11/XR,1,483,483,435,90.06211180124224,Иванов Сергей,
09.08.2025 - 15:30,Заказ,Чистка системы охлаждения с заменой термопасты,1,1620,1620,1520,93.82716049382715,Петров Роман,Выдан
09.08.2025 - 16:26,Продажа,Защитное стекло 3D для iPhone 11/XR,1,467,467,415,88.86509635974305,Петров Роман,
09.08.2025 - 17:21,Заказ,Диагностика,1,468,468,468,100.0,Сидоров Алексей,Выдан
09.08.2025 - 18:13,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,467,467,268,57.38758029978587,Иванов Сергей,Выдан
10.08.2025 - 16:18,Продажа,Чехол силиконовый прозрачный,1,320,320,259,80.9375,Петров Роман,
11.08.2025 - 11:35,Заказ,Наклейка защитного стекла (Услуга),1,205,205,205,100.0,Петров Роман,Выдан
11.08.2025 - 12:47,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,452,452,247,54.64601769911505,Петров Роман,Выдан
11.08.2025 - 16:19,Заказ,Установка Windows 10/11 + Драйвера,2,1301,2602,2602,100.0,Администратор,Выдан
11.08.2025 - 18:50,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,465,465,269,57.8494623655914,Петров Роман,
12.08.2025 - 10:28,Продажа,Защитное стекло 3D для iPhone 11/XR,1,506,506,458,90.51383399209486,Иванов Сергей,
13.08.2025 - 17:51,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1257,1257,1155,91.8854415274463,Сидоров Алексей,Выдан
13.08.2025 - 19:31,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1281,1281,1186,92.58391881342702,Сидоров Алексей,Выдан
14.08.2025 - 11:33,Заказ,Блок питания Apple 20W (Copy),1,1248,1248,837,67.0673076923077,Петров Роман,Выдан
14.08.2025 - 11:45,Заказ,Диагностика,1,499,499,499,100.0,Иванов Сергей,Выдан
14.08.2025 - 12:48,Заказ,Установка Windows 10/11 + Драйвера,1,1181,1181,1181,100.0,Иванов Сергей,Выдан
14.08.2025 - 13:36,Заказ,Наклейка защитного стекла (Услуга),1,181,181,181,100.0,Сидоров Алексей,Выдан
14.08.2025 - 16:01,Продажа,Кабель USB - Lightning (Foxconn),1,588,588,431,73.29931972789116,Петров Роман,
14.08.2025 - 17:48,Заказ,Чистка системы охлаждения с заменой термопасты,1,1461,1461,1363,93.29226557152636,Петров Роман,Выдан
14.08.2025 - 18:02,Заказ,Наклейка защитного стекла (Услуга),2,208,416,416,100.0,Сидоров Алексей,Выдан
15.08.2025 - 12:38,Продажа,Блок питания Apple 20W (Copy),1,1199,1199,796,66.38865721434529,Петров Роман,
15.08.2025 - 14:28,Заказ,Восстановление цепи питания,1,4558,4558,4074,89.38130759104871,Петров Роман,Выдан
16.08.2025 - 12:11,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,458,458,263,57.42358078602619,Сидоров Алексей,
17.08.2025 - 16:19,Заказ,Блок питания Apple 20W (Copy),1,1108,1108,700,63.1768953068592,Петров Роман,Выдан
17.08.2025 - 18:02,Продажа,Защитное стекло 3D для iPhone 11/XR,1,549,549,502,91.43897996357013,Администратор,
17.08.2025 - 19:17,Заказ,Диагностика,1,518,518,518,100.0,Иванов Сергей,Выдан
18.08.2025 - 11:27,Заказ,Чехол силиконовый прозрачный,1,282,282,220,78.01418439716312,Петров Роман,Выдан
18.08.2025 - 11:35,Заказ,Диагностика,1,512,512,512,100.0,Иванов Сергей,Выдан
18.08.2025 - 18:33,Продажа,Чехол силиконовый прозрачный,1,326,326,268,82.20858895705521,Петров Роман,
19.08.2025 - 11:09,Заказ,Диагностика,1,527,527,527,100.0,Петров Роман,Выдан
19.08.2025 - 12:50,Заказ,Защитное стекло 3D для iPhone 11/XR,1,480,480,428,89.16666666666667,Администратор,Выдан
20.08.2025 - 11:19,Заказ,Блок питания Apple 20W (Copy),1,1233,1233,844,68.45093268450933,Сидоров Алексей,Выдан
20.08.2025 - 12:36,Заказ,Чехол силиконовый прозрачный,2,289,578,460,79.58477508650519,Петров Роман,Выдан
20.08.2025 - 16:57,Заказ,Защитное стекло 3D для iPhone 11/XR,1,528,528,478,90.53030303030303,Петров Роман,Выдан
20.08.2025 - 17:01,Заказ,Чехол силиконовый прозрачный,1,288,288,230,79.86111111111111,Сидоров Алексей,Выдан
21.08.2025 - 18:56,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4903,4903,1648,33.612074240261066,Сидоров Алексей,Выдан
22.08.2025 - 17:39,Заказ,Установка Windows 10/11 + Драйвера,1,1225,1225,1225,100.0,Петров Роман,Выдан
23.08.2025 - 11:13,Заказ,Наклейка защитного стекла (Услуга),1,218,218,218,100.0,Администратор,Выдан
23.08.2025 - 12:23,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4326,4326,995,23.00046232085067,Петров Роман,Выдан
23.08.2025 - 13:10,Заказ,Чехол силиконовый прозрачный,2,292,584,468,80.13698630136986,Петров Роман,Выдан
23.08.2025 - 15:02,Заказ,Диагностика,2,461,922,922,100.0,Иванов Сергей,Выдан
24.08.2025 - 13:50,Продажа,Защитное стекло 3D для iPhone 11/XR,1,484,484,435,89.87603305785123,Иванов Сергей,
24.08.2025 - 17:09,Продажа,Защитное стекло 3D для iPhone 11/XR,1,527,527,475,90.13282732447819,Администратор,
24.08.2025 - 19:18,Продажа,Защитное стекло 3D для iPhone 11/XR,1,547,547,496,90.6764168190128,Сидоров Алексей,
25.08.2025 - 14:14,Продажа,Блок питания Apple 20W (Copy),1,1232,1232,831,67.4512987012987,Иванов Сергей,
25.08.2025 - 14:18,Заказ,Защитное стекло 3D для iPhone 11/XR,1,472,472,424,89.83050847457628,Петров Роман,Выдан
25.08.2025 - 17:04,Заказ,Диагностика,1,470,470,470,100.0,Администратор,Выдан
25.08.2025 - 19:29,Продажа,Чехол силиконовый прозрачный,3,272,816,645,79.04411764705883,Сидоров Алексей,
26.08.2025 - 15:43,Заказ,Наклейка защитного стекла (Услуга),2,193,386,386,100.0,Иванов Сергей,Выдан
26.08.2025 - 16:37,Заказ,Чехол силиконовый прозрачный,1,303,303,244,80.52805280528052,Администратор,Выдан
26.08.2025 - 18:21,Заказ,Блок питания Apple 20W (Copy),1,1084,1084,680,62.73062730627307,Администратор,Выдан
26.08.2025 - 18:48,Заказ,Чехол силиконовый прозрачный,1,287,287,229,79.79094076655052,Иванов Сергей,Выдан
27.08.2025 - 10:15,Заказ,Диагностика,1,492,492,492,100.0,Администратор,Выдан
27.08.2025 - 11:22,Продажа,Защитное стекло 3D для iPhone 11/XR,1,524,524,474,90.45801526717557,Петров Роман,
27.08.2025 - 12:09,Заказ,Чистка системы охлаждения с заменой термопасты,1,1368,1368,1265,92.47076023391813,Администратор,Выдан
27.08.2025 - 17:35,Заказ,Чехол силиконовый прозрачный,1,303,303,244,80.52805280528052,Иванов Сергей,Выдан
27.08.2025 - 17:37,Продажа,Защитное стекло 3D для iPhone 11/XR,1,497,497,446,89.738430583501,Иванов Сергей,
27.08.2025 - 18:31,Продажа,Кабель USB - Lightning (Foxconn),1,648,648,498,76.85185185185185,Петров Роман,
27.08.2025 - 19:37,Продажа,Кабель USB - Lightning (Foxconn),1,657,657,511,77.77777777777779,Администратор,
28.08.2025 - 11:33,Заказ,Дисплей iPhone 11 (Копия AAA),1,2712,2712,1264,46.607669616519175,Иванов Сергей,Выдан
28.08.2025 - 15:21,Продажа,Кабель USB - Lightning (Foxconn),1,620,620,474,76.45161290322581,Сидоров Алексей,
28.08.2025 - 17:44,Заказ,Установка Windows 10/11 + Драйвера,1,1233,1233,1233,100.0,Иванов Сергей,Выдан
28.08.2025 - 19:34,Заказ,Наклейка защитного стекла (Услуга),1,212,212,212,100.0,Администратор,Выдан
29.08.2025 - 10:38,Заказ,Чехол силиконовый прозрачный,1,270,270,209,77.4074074074074,Администратор,Выдан
29.08.2025 - 12:16,Заказ,16GB USB 2.0 Flash Drive SmartBuy,2,473,946,550,58.139534883720934,Петров Роман,Выдан
29.08.2025 - 16:58,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5664,5664,1977,34.90466101694915,Петров Роман,Выдан
29.08.2025 - 18:24,Заказ,Дисплей iPhone 11 (Копия AAA),1,2368,2368,989,41.7652027027027,Сидоров Алексей,Выдан
29.08.2025 - 18:47,Заказ,Чистка системы охлаждения с заменой термопасты,1,1519,1519,1423,93.68005266622778,Сидоров Алексей,Выдан
30.08.2025 - 14:39,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,489,489,282,57.668711656441715,Иванов Сергей,
30.08.2025 - 15:53,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,487,487,280,57.49486652977412,Иванов Сергей,
30.08.2025 - 17:28,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1167,1167,591,50.6426735218509,Администратор,Выдан
30.08.2025 - 18:08,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1146,1146,1046,91.2739965095986,Сидоров Алексей,Выдан
30.08.2025 - 18:15,Заказ,Защитное стекло 3D для iPhone 11/XR,1,478,478,430,89.9581589958159,Иванов Сергей,Выдан
30.08.2025 - 19:39,Заказ,Прошивка Android/iOS,1,1075,1075,1075,100.0,Петров Роман,Выдан
31.08.2025 - 13:39,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,410,410,207,50.48780487804878,Петров Роман,
31.08.2025 - 15:56,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,433,433,237,54.734411085450354,Администратор,Выдан
01.09.2025 - 10:57,Заказ,Наклейка защитного стекла (Услуга),1,197,197,197,100.0,Сидоров Алексей,Выдан
01.09.2025 - 17:18,Продажа,Кабель USB - Lightning (Foxconn),1,602,602,447,74.25249169435216,Иванов Сергей,
02.09.2025 - 17:21,Заказ,Чистка системы охлаждения с заменой термопасты,1,1546,1546,1451,93.85510996119017,Администратор,Выдан
03.09.2025 - 10:49,Заказ,Дисплей iPhone 11 (Оригинал переклей),2,5949,11898,4540,38.15767355858127,Администратор,Выдан
03.09.2025 - 11:01,Заказ,Чистка системы охлаждения с заменой термопасты,1,1423,1423,1321,92.83204497540407,Администратор,Выдан
03.09.2025 - 11:49,Заказ,Защитное стекло 3D для iPhone 11/XR,1,453,453,402,88.74172185430463,Иванов Сергей,Выдан
03.09.2025 - 13:12,Продажа,Кабель USB - Lightning (Foxconn),1,650,650,504,77.53846153846153,Администратор,
03.09.2025 - 14:52,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4525,4525,1482,32.751381215469614,Сидоров Алексей,Выдан
03.09.2025 - 15:42,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5556,5556,1740,31.317494600431967,Иванов Сергей,Выдан
04.09.2025 - 19:03,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1289,1289,714,55.391776570985265,Иванов Сергей,Выдан
04.09.2025 - 19:45,Продажа,Защитное стекло 3D для iPhone 11/XR,1,473,473,425,89.85200845665962,Сидоров Алексей,
05.09.2025 - 15:15,Заказ,Диагностика,1,512,512,512,100.0,Петров Роман,Выдан
05.09.2025 - 17:58,Заказ,Восстановление цепи питания,1,4509,4509,4000,88.71146595697495,Администратор,Выдан
06.09.2025 - 16:15,Заказ,Чистка системы охлаждения с заменой термопасты,1,1523,1523,1420,93.23703217334209,Сидоров Алексей,Выдан
06.09.2025 - 16:49,Продажа,Чехол силиконовый прозрачный,1,321,321,264,82.2429906542056,Сидоров Алексей,
06.09.2025 - 18:57,Заказ,Восстановление цепи питания,1,4170,4170,3690,88.48920863309353,Иванов Сергей,Выдан
06.09.2025 - 19:29,Заказ,Восстановление цепи питания,1,4688,4688,4186,89.29180887372013,Сидоров Алексей,Выдан
07.09.2025 - 10:50,Заказ,Замена разъема зарядки (MicroUSB/Type-C),2,1151,2302,2106,91.48566463944397,Иванов Сергей,Выдан
07.09.2025 - 13:23,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4916,4916,1719,34.96745321399512,Администратор,Выдан
07.09.2025 - 19:14,Заказ,Кабель USB - Lightning (Foxconn),1,548,548,403,73.54014598540147,Сидоров Алексей,Выдан
08.09.2025 - 13:05,Продажа,Защитное стекло 3D для iPhone 11/XR,1,505,505,453,89.70297029702971,Сидоров Алексей,
08.09.2025 - 14:20,Заказ,Чехол силиконовый прозрачный,1,277,277,215,77.6173285198556,Администратор,Выдан
09.09.2025 - 14:28,Заказ,Чехол силиконовый прозрачный,1,329,329,267,81.15501519756839,Сидоров Алексей,Выдан
09.09.2025 - 14:54,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,436,436,234,53.669724770642205,Иванов Сергей,
09.09.2025 - 15:00,Заказ,Установка Windows 10/11 + Драйвера,1,1238,1238,1238,100.0,Сидоров Алексей,Выдан
10.09.2025 - 10:10,Продажа,Чехол силиконовый прозрачный,1,285,285,228,80.0,Иванов Сергей,
10.09.2025 - 16:03,Продажа,Защитное стекло 3D для iPhone 11/XR,1,463,463,412,88.98488120950324,Администратор,
10.09.2025 - 16:49,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,479,479,275,57.41127348643006,Администратор,
11.09.2025 - 10:41,Заказ,SSD накопитель Kingston 240GB,1,2111,2111,567,26.859308384651825,Петров Роман,Выдан
11.09.2025 - 13:56,Заказ,Дисплей iPhone 11 (Копия AAA),1,2464,2464,996,40.42207792207792,Петров Роман,Выдан
12.09.2025 - 17:12,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1145,1145,574,50.13100436681223,Иванов Сергей,Выдан
12.09.2025 - 18:01,Заказ,Дисплей iPhone 11 (Копия AAA),1,2581,2581,1239,48.004649360712904,Иванов Сергей,Выдан
12.09.2025 - 19:39,Продажа,Защитное стекло 3D для iPhone 11/XR,1,517,517,466,90.13539651837525,Администратор,
13.09.2025 - 12:01,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1317,1317,1213,92.10326499620349,Петров Роман,Выдан
13.09.2025 - 13:25,Заказ,Дисплей iPhone 11 (Копия AAA),1,2738,2738,1273,46.493791088385684,Петров Роман,Выдан
13.09.2025 - 19:32,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1117,1117,543,48.6123545210385,Иванов Сергей,Выдан
14.09.2025 - 11:09,Заказ,Прошивка Android/iOS,1,965,965,965,100.0,Администратор,Выдан
14.09.2025 - 12:06,Заказ,Блок питания Apple 20W (Copy),1,1143,1143,753,65.87926509186352,Петров Роман,Выдан
14.09.2025 - 12:30,Заказ,Наклейка защитного стекла (Услуга),2,196,392,392,100.0,Иванов Сергей,Выдан
15.09.2025 - 11:10,Заказ,Кабель USB - Lightning (Foxconn),1,645,645,490,75.96899224806202,Администратор,Выдан
15.09.2025 - 14:35,Продажа,Защитное стекло 3D для iPhone 11/XR,1,454,454,403,88.76651982378854,Иванов Сергей,
15.09.2025 - 15:04,Заказ,Установка Windows 10/11 + Драйвера,1,1140,1140,1140,100.0,Сидоров Алексей,Выдан
15.09.2025 - 15:20,Заказ,Наклейка защитного стекла (Услуга),1,185,185,185,100.0,Сидоров Алексей,Выдан
15.09.2025 - 19:52,Заказ,Наклейка защитного стекла (Услуга),1,207,207,207,100.0,Иванов Сергей,Выдан
16.09.2025 - 12:31,Заказ,Диагностика,1,499,499,499,100.0,Администратор,Выдан
17.09.2025 - 12:22,Заказ,Кабель USB - Lightning (Foxconn),1,544,544,399,73.34558823529412,Иванов Сергей,Выдан
17.09.2025 - 15:58,Заказ,Наклейка защитного стекла (Услуга),1,217,217,217,100.0,Иванов Сергей,Выдан
17.09.2025 - 18:34,Продажа,Защитное стекло 3D для iPhone 11/XR,1,471,471,421,89.38428874734608,Петров Роман,
18.09.2025 - 10:03,Заказ,Кабель USB - Lightning (Foxconn),1,545,545,395,72.47706422018348,Сидоров Алексей,Выдан
18.09.2025 - 14:46,Заказ,Установка Windows 10/11 + Драйвера,1,1134,1134,1134,100.0,Администратор,Выдан
18.09.2025 - 15:36,Заказ,Прошивка Android/iOS,1,919,919,919,100.0,Петров Роман,Выдан
19.09.2025 - 18:02,Заказ,Восстановление цепи питания,1,4288,4288,3776,88.05970149253731,Иванов Сергей,Выдан
19.09.2025 - 19:12,Заказ,Наклейка защитного стекла (Услуга),1,214,214,214,100.0,Петров Роман,Выдан
20.09.2025 - 11:53,Продажа,Кабель USB - Lightning (Foxconn),1,540,540,396,73.33333333333333,Сидоров Алексей,
20.09.2025 - 12:26,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,428,428,234,54.67289719626168,Администратор,
20.09.2025 - 16:01,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1277,1277,1174,91.93422083007047,Сидоров Алексей,Выдан
20.09.2025 - 18:48,Заказ,Наклейка защитного стекла (Услуга),1,190,190,190,100.0,Иванов Сергей,Выдан
20.09.2025 - 19:03,Заказ,SSD накопитель Kingston 240GB,1,2418,2418,914,37.799834574028125,Петров Роман,Выдан
21.09.2025 - 10:51,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",2,4221,8442,1850,21.91423833214878,Иванов Сергей,Выдан
21.09.2025 - 18:22,Заказ,Чехол силиконовый прозрачный,1,319,319,258,80.87774294670847,Сидоров Алексей,Выдан
21.09.2025 - 19:48,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1281,1281,1185,92.50585480093677,Сидоров Алексей,Выдан
22.09.2025 - 17:36,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1183,1183,633,53.50803043110736,Сидоров Алексей,Выдан
